,Type of DES,Component#1,Component#2,X#1 (molar fraction),X#2 (molar fraction),"Temperature, K","Density, g/cm^3",I,III,IV,V,SMILES#1,SMILES#2,MolLogP#1,NumHeteroatoms#1,NumAromaticRings#1,NumHAcceptors#1,NumHDonors#1,NumRotatableBonds#1,TPSA#1,MolWt#1,MolLogP#2,NumHeteroatoms#2,NumAromaticRings#2,NumHAcceptors#2,NumHDonors#2,NumRotatableBonds#2,TPSA#2,MolWt#2
3191,Ⅴ,L-Histidine,Decanoic acid,0.333,0.667,298.15,1.0117,0,0,0,1,C1=C(NC=N1)CC(C(=O)O)N,CCCCCCCCCC(=O)O,-0.6358999999999995,5,1,3,3,3,92.0,155.15699999999998,3.2117000000000013,2,0,1,1,8,37.3,172.268
3192,Ⅴ,L-Histidine,Decanoic acid,0.333,0.667,303.15,1.0093,0,0,0,1,C1=C(NC=N1)CC(C(=O)O)N,CCCCCCCCCC(=O)O,-0.6358999999999995,5,1,3,3,3,92.0,155.15699999999998,3.2117000000000013,2,0,1,1,8,37.3,172.268
3193,Ⅴ,L-Histidine,Decanoic acid,0.333,0.667,308.15,1.0074,0,0,0,1,C1=C(NC=N1)CC(C(=O)O)N,CCCCCCCCCC(=O)O,-0.6358999999999995,5,1,3,3,3,92.0,155.15699999999998,3.2117000000000013,2,0,1,1,8,37.3,172.268
3194,Ⅴ,L-Histidine,Decanoic acid,0.333,0.667,313.15,1.0051,0,0,0,1,C1=C(NC=N1)CC(C(=O)O)N,CCCCCCCCCC(=O)O,-0.6358999999999995,5,1,3,3,3,92.0,155.15699999999998,3.2117000000000013,2,0,1,1,8,37.3,172.268
3195,Ⅴ,L-Histidine,Decanoic acid,0.333,0.667,318.15,1.0035,0,0,0,1,C1=C(NC=N1)CC(C(=O)O)N,CCCCCCCCCC(=O)O,-0.6358999999999995,5,1,3,3,3,92.0,155.15699999999998,3.2117000000000013,2,0,1,1,8,37.3,172.268
3196,Ⅴ,L-Histidine,Decanoic acid,0.333,0.667,323.15,1.001,0,0,0,1,C1=C(NC=N1)CC(C(=O)O)N,CCCCCCCCCC(=O)O,-0.6358999999999995,5,1,3,3,3,92.0,155.15699999999998,3.2117000000000013,2,0,1,1,8,37.3,172.268
3197,Ⅴ,L-Histidine,Dodecanoic acid ,0.333,0.667,293.15,0.9314,0,0,0,1,C1=C(NC=N1)CC(C(=O)O)N,CCCCCCCCCCCC(=O)O,-0.6358999999999995,5,1,3,3,3,92.0,155.15699999999998,3.991900000000002,2,0,1,1,10,37.3,200.32199999999997
3198,Ⅴ,L-Histidine,Dodecanoic acid ,0.333,0.667,298.15,0.9287,0,0,0,1,C1=C(NC=N1)CC(C(=O)O)N,CCCCCCCCCCCC(=O)O,-0.6358999999999995,5,1,3,3,3,92.0,155.15699999999998,3.991900000000002,2,0,1,1,10,37.3,200.32199999999997
3199,Ⅴ,L-Histidine,Dodecanoic acid ,0.333,0.667,303.15,0.9265,0,0,0,1,C1=C(NC=N1)CC(C(=O)O)N,CCCCCCCCCCCC(=O)O,-0.6358999999999995,5,1,3,3,3,92.0,155.15699999999998,3.991900000000002,2,0,1,1,10,37.3,200.32199999999997
3200,Ⅴ,L-Histidine,Dodecanoic acid ,0.333,0.667,308.15,0.9243,0,0,0,1,C1=C(NC=N1)CC(C(=O)O)N,CCCCCCCCCCCC(=O)O,-0.6358999999999995,5,1,3,3,3,92.0,155.15699999999998,3.991900000000002,2,0,1,1,10,37.3,200.32199999999997
3201,Ⅴ,L-Histidine,Dodecanoic acid ,0.333,0.667,313.15,0.9221,0,0,0,1,C1=C(NC=N1)CC(C(=O)O)N,CCCCCCCCCCCC(=O)O,-0.6358999999999995,5,1,3,3,3,92.0,155.15699999999998,3.991900000000002,2,0,1,1,10,37.3,200.32199999999997
3202,Ⅴ,L-Histidine,Dodecanoic acid ,0.333,0.667,318.15,0.9198,0,0,0,1,C1=C(NC=N1)CC(C(=O)O)N,CCCCCCCCCCCC(=O)O,-0.6358999999999995,5,1,3,3,3,92.0,155.15699999999998,3.991900000000002,2,0,1,1,10,37.3,200.32199999999997
3203,Ⅴ,L-Histidine,Dodecanoic acid ,0.333,0.667,323.15,0.9172,0,0,0,1,C1=C(NC=N1)CC(C(=O)O)N,CCCCCCCCCCCC(=O)O,-0.6358999999999995,5,1,3,3,3,92.0,155.15699999999998,3.991900000000002,2,0,1,1,10,37.3,200.32199999999997
3204,Ⅴ,L-Histidine,Hexanoic acid,0.333,0.667,293.15,1.1186,0,0,0,1,C1=C(NC=N1)CC(C(=O)O)N,CCCCCC(=O)O,-0.6358999999999995,5,1,3,3,3,92.0,155.15699999999998,1.6513,2,0,1,1,4,37.3,116.15999999999998
3205,Ⅴ,L-Histidine,Hexanoic acid,0.333,0.667,298.15,1.1157,0,0,0,1,C1=C(NC=N1)CC(C(=O)O)N,CCCCCC(=O)O,-0.6358999999999995,5,1,3,3,3,92.0,155.15699999999998,1.6513,2,0,1,1,4,37.3,116.15999999999998
3206,Ⅴ,L-Histidine,Hexanoic acid,0.333,0.667,303.15,1.1124,0,0,0,1,C1=C(NC=N1)CC(C(=O)O)N,CCCCCC(=O)O,-0.6358999999999995,5,1,3,3,3,92.0,155.15699999999998,1.6513,2,0,1,1,4,37.3,116.15999999999998
3207,Ⅴ,L-Histidine,Hexanoic acid,0.333,0.667,308.15,1.1095,0,0,0,1,C1=C(NC=N1)CC(C(=O)O)N,CCCCCC(=O)O,-0.6358999999999995,5,1,3,3,3,92.0,155.15699999999998,1.6513,2,0,1,1,4,37.3,116.15999999999998
3208,Ⅴ,L-Histidine,Hexanoic acid,0.333,0.667,313.15,1.1061,0,0,0,1,C1=C(NC=N1)CC(C(=O)O)N,CCCCCC(=O)O,-0.6358999999999995,5,1,3,3,3,92.0,155.15699999999998,1.6513,2,0,1,1,4,37.3,116.15999999999998
3209,Ⅴ,L-Histidine,Hexanoic acid,0.333,0.667,318.15,1.1032,0,0,0,1,C1=C(NC=N1)CC(C(=O)O)N,CCCCCC(=O)O,-0.6358999999999995,5,1,3,3,3,92.0,155.15699999999998,1.6513,2,0,1,1,4,37.3,116.15999999999998
3210,Ⅴ,L-Histidine,Hexanoic acid,0.333,0.667,323.15,1.1013,0,0,0,1,C1=C(NC=N1)CC(C(=O)O)N,CCCCCC(=O)O,-0.6358999999999995,5,1,3,3,3,92.0,155.15699999999998,1.6513,2,0,1,1,4,37.3,116.15999999999998
3211,Ⅴ,L-Histidine,L-Lactic acid,0.1,0.9,298.15,1.277219,0,0,0,1,C1=C(NC=N1)CC(C(=O)O)N,CC(C(=O)O)O,-0.6358999999999995,5,1,3,3,3,92.0,155.15699999999998,-0.5482,3,0,2,2,1,57.53,90.07799999999999
3212,Ⅴ,L-Histidine,L-Lactic acid,0.1,0.9,303.15,1.273402,0,0,0,1,C1=C(NC=N1)CC(C(=O)O)N,CC(C(=O)O)O,-0.6358999999999995,5,1,3,3,3,92.0,155.15699999999998,-0.5482,3,0,2,2,1,57.53,90.07799999999999
3213,Ⅴ,L-Histidine,L-Lactic acid,0.1,0.9,308.15,1.269543,0,0,0,1,C1=C(NC=N1)CC(C(=O)O)N,CC(C(=O)O)O,-0.6358999999999995,5,1,3,3,3,92.0,155.15699999999998,-0.5482,3,0,2,2,1,57.53,90.07799999999999
3214,Ⅴ,L-Histidine,L-Lactic acid,0.1,0.9,313.15,1.26567,0,0,0,1,C1=C(NC=N1)CC(C(=O)O)N,CC(C(=O)O)O,-0.6358999999999995,5,1,3,3,3,92.0,155.15699999999998,-0.5482,3,0,2,2,1,57.53,90.07799999999999
3215,Ⅴ,L-Histidine,Oxalic acid,0.333,0.667,293.15,1.0843,0,0,0,1,C1=C(NC=N1)CC(C(=O)O)N,C(=O)(C(=O)O)O,-0.6358999999999995,5,1,3,3,3,92.0,155.15699999999998,-0.8443999999999998,4,0,2,2,0,74.60000000000001,90.03399999999999
3216,Ⅴ,L-Histidine,Oxalic acid,0.333,0.667,298.15,1.0814,0,0,0,1,C1=C(NC=N1)CC(C(=O)O)N,C(=O)(C(=O)O)O,-0.6358999999999995,5,1,3,3,3,92.0,155.15699999999998,-0.8443999999999998,4,0,2,2,0,74.60000000000001,90.03399999999999
3217,Ⅴ,L-Histidine,Oxalic acid,0.333,0.667,303.15,1.0785,0,0,0,1,C1=C(NC=N1)CC(C(=O)O)N,C(=O)(C(=O)O)O,-0.6358999999999995,5,1,3,3,3,92.0,155.15699999999998,-0.8443999999999998,4,0,2,2,0,74.60000000000001,90.03399999999999
3218,Ⅴ,L-Histidine,Oxalic acid,0.333,0.667,308.15,1.0756,0,0,0,1,C1=C(NC=N1)CC(C(=O)O)N,C(=O)(C(=O)O)O,-0.6358999999999995,5,1,3,3,3,92.0,155.15699999999998,-0.8443999999999998,4,0,2,2,0,74.60000000000001,90.03399999999999
3219,Ⅴ,L-Histidine,Oxalic acid,0.333,0.667,313.15,1.0722,0,0,0,1,C1=C(NC=N1)CC(C(=O)O)N,C(=O)(C(=O)O)O,-0.6358999999999995,5,1,3,3,3,92.0,155.15699999999998,-0.8443999999999998,4,0,2,2,0,74.60000000000001,90.03399999999999
3220,Ⅴ,L-Histidine,Oxalic acid,0.333,0.667,318.15,1.0687,0,0,0,1,C1=C(NC=N1)CC(C(=O)O)N,C(=O)(C(=O)O)O,-0.6358999999999995,5,1,3,3,3,92.0,155.15699999999998,-0.8443999999999998,4,0,2,2,0,74.60000000000001,90.03399999999999
3221,Ⅴ,L-Histidine,Oxalic acid,0.333,0.667,323.15,1.0661,0,0,0,1,C1=C(NC=N1)CC(C(=O)O)N,C(=O)(C(=O)O)O,-0.6358999999999995,5,1,3,3,3,92.0,155.15699999999998,-0.8443999999999998,4,0,2,2,0,74.60000000000001,90.03399999999999
3222,Ⅴ,L-Lysine,Decanoic acid,0.333,0.667,293.15,0.9541,0,0,0,1,C(CCN)CC(C(=O)O)N,CCCCCCCCCC(=O)O,-0.47269999999999873,4,0,3,3,5,89.34,146.19,3.2117000000000013,2,0,1,1,8,37.3,172.268
3223,Ⅴ,L-Lysine,Decanoic acid,0.333,0.667,298.15,0.9523,0,0,0,1,C(CCN)CC(C(=O)O)N,CCCCCCCCCC(=O)O,-0.47269999999999873,4,0,3,3,5,89.34,146.19,3.2117000000000013,2,0,1,1,8,37.3,172.268
3224,Ⅴ,L-Lysine,Decanoic acid,0.333,0.667,303.15,0.9505,0,0,0,1,C(CCN)CC(C(=O)O)N,CCCCCCCCCC(=O)O,-0.47269999999999873,4,0,3,3,5,89.34,146.19,3.2117000000000013,2,0,1,1,8,37.3,172.268
3225,Ⅴ,L-Lysine,Decanoic acid,0.333,0.667,308.15,0.9482,0,0,0,1,C(CCN)CC(C(=O)O)N,CCCCCCCCCC(=O)O,-0.47269999999999873,4,0,3,3,5,89.34,146.19,3.2117000000000013,2,0,1,1,8,37.3,172.268
3226,Ⅴ,L-Lysine,Decanoic acid,0.333,0.667,313.15,0.9458,0,0,0,1,C(CCN)CC(C(=O)O)N,CCCCCCCCCC(=O)O,-0.47269999999999873,4,0,3,3,5,89.34,146.19,3.2117000000000013,2,0,1,1,8,37.3,172.268
3227,Ⅴ,L-Lysine,Decanoic acid,0.333,0.667,318.15,0.9436,0,0,0,1,C(CCN)CC(C(=O)O)N,CCCCCCCCCC(=O)O,-0.47269999999999873,4,0,3,3,5,89.34,146.19,3.2117000000000013,2,0,1,1,8,37.3,172.268
3228,Ⅴ,L-Lysine,Decanoic acid,0.333,0.667,323.15,0.9417,0,0,0,1,C(CCN)CC(C(=O)O)N,CCCCCCCCCC(=O)O,-0.47269999999999873,4,0,3,3,5,89.34,146.19,3.2117000000000013,2,0,1,1,8,37.3,172.268
3229,Ⅴ,L-Lysine,Dodecanoic acid ,0.333,0.667,293.15,0.9182,0,0,0,1,C(CCN)CC(C(=O)O)N,CCCCCCCCCCCC(=O)O,-0.47269999999999873,4,0,3,3,5,89.34,146.19,3.991900000000002,2,0,1,1,10,37.3,200.32199999999997
3230,Ⅴ,L-Lysine,Dodecanoic acid ,0.333,0.667,298.15,0.9153,0,0,0,1,C(CCN)CC(C(=O)O)N,CCCCCCCCCCCC(=O)O,-0.47269999999999873,4,0,3,3,5,89.34,146.19,3.991900000000002,2,0,1,1,10,37.3,200.32199999999997
3231,Ⅴ,L-Lysine,Dodecanoic acid ,0.333,0.667,303.15,0.9124,0,0,0,1,C(CCN)CC(C(=O)O)N,CCCCCCCCCCCC(=O)O,-0.47269999999999873,4,0,3,3,5,89.34,146.19,3.991900000000002,2,0,1,1,10,37.3,200.32199999999997
3232,Ⅴ,L-Lysine,Dodecanoic acid ,0.333,0.667,308.15,0.9087,0,0,0,1,C(CCN)CC(C(=O)O)N,CCCCCCCCCCCC(=O)O,-0.47269999999999873,4,0,3,3,5,89.34,146.19,3.991900000000002,2,0,1,1,10,37.3,200.32199999999997
3233,Ⅴ,L-Lysine,Dodecanoic acid ,0.333,0.667,313.15,0.9051,0,0,0,1,C(CCN)CC(C(=O)O)N,CCCCCCCCCCCC(=O)O,-0.47269999999999873,4,0,3,3,5,89.34,146.19,3.991900000000002,2,0,1,1,10,37.3,200.32199999999997
3234,Ⅴ,L-Lysine,Dodecanoic acid ,0.333,0.667,318.15,0.9035,0,0,0,1,C(CCN)CC(C(=O)O)N,CCCCCCCCCCCC(=O)O,-0.47269999999999873,4,0,3,3,5,89.34,146.19,3.991900000000002,2,0,1,1,10,37.3,200.32199999999997
3235,Ⅴ,L-Lysine,Dodecanoic acid ,0.333,0.667,323.15,0.9008,0,0,0,1,C(CCN)CC(C(=O)O)N,CCCCCCCCCCCC(=O)O,-0.47269999999999873,4,0,3,3,5,89.34,146.19,3.991900000000002,2,0,1,1,10,37.3,200.32199999999997
3236,Ⅴ,L-Lysine,Hexanoic acid,0.333,0.667,293.15,1.0947,0,0,0,1,C(CCN)CC(C(=O)O)N,CCCCCC(=O)O,-0.47269999999999873,4,0,3,3,5,89.34,146.19,1.6513,2,0,1,1,4,37.3,116.15999999999998
3237,Ⅴ,L-Lysine,Hexanoic acid,0.333,0.667,298.15,1.0918,0,0,0,1,C(CCN)CC(C(=O)O)N,CCCCCC(=O)O,-0.47269999999999873,4,0,3,3,5,89.34,146.19,1.6513,2,0,1,1,4,37.3,116.15999999999998
3238,Ⅴ,L-Lysine,Hexanoic acid,0.333,0.667,303.15,1.0879,0,0,0,1,C(CCN)CC(C(=O)O)N,CCCCCC(=O)O,-0.47269999999999873,4,0,3,3,5,89.34,146.19,1.6513,2,0,1,1,4,37.3,116.15999999999998
3239,Ⅴ,L-Lysine,Hexanoic acid,0.333,0.667,308.15,1.0835,0,0,0,1,C(CCN)CC(C(=O)O)N,CCCCCC(=O)O,-0.47269999999999873,4,0,3,3,5,89.34,146.19,1.6513,2,0,1,1,4,37.3,116.15999999999998
3240,Ⅴ,L-Lysine,Hexanoic acid,0.333,0.667,313.15,1.0793,0,0,0,1,C(CCN)CC(C(=O)O)N,CCCCCC(=O)O,-0.47269999999999873,4,0,3,3,5,89.34,146.19,1.6513,2,0,1,1,4,37.3,116.15999999999998
3241,Ⅴ,L-Lysine,Hexanoic acid,0.333,0.667,318.15,1.0751,0,0,0,1,C(CCN)CC(C(=O)O)N,CCCCCC(=O)O,-0.47269999999999873,4,0,3,3,5,89.34,146.19,1.6513,2,0,1,1,4,37.3,116.15999999999998
3242,Ⅴ,L-Lysine,Hexanoic acid,0.333,0.667,323.15,1.0712,0,0,0,1,C(CCN)CC(C(=O)O)N,CCCCCC(=O)O,-0.47269999999999873,4,0,3,3,5,89.34,146.19,1.6513,2,0,1,1,4,37.3,116.15999999999998
3243,Ⅴ,L-Lysine,Oxalic acid,0.333,0.667,293.15,0.9832,0,0,0,1,C(CCN)CC(C(=O)O)N,C(=O)(C(=O)O)O,-0.47269999999999873,4,0,3,3,5,89.34,146.19,-0.8443999999999998,4,0,2,2,0,74.60000000000001,90.03399999999999
3244,Ⅴ,L-Lysine,Oxalic acid,0.333,0.667,298.15,0.9804,0,0,0,1,C(CCN)CC(C(=O)O)N,C(=O)(C(=O)O)O,-0.47269999999999873,4,0,3,3,5,89.34,146.19,-0.8443999999999998,4,0,2,2,0,74.60000000000001,90.03399999999999
3245,Ⅴ,L-Lysine,Oxalic acid,0.333,0.667,303.15,0.9781,0,0,0,1,C(CCN)CC(C(=O)O)N,C(=O)(C(=O)O)O,-0.47269999999999873,4,0,3,3,5,89.34,146.19,-0.8443999999999998,4,0,2,2,0,74.60000000000001,90.03399999999999
3246,Ⅴ,L-Lysine,Oxalic acid,0.333,0.667,308.15,0.9747,0,0,0,1,C(CCN)CC(C(=O)O)N,C(=O)(C(=O)O)O,-0.47269999999999873,4,0,3,3,5,89.34,146.19,-0.8443999999999998,4,0,2,2,0,74.60000000000001,90.03399999999999
3247,Ⅴ,L-Lysine,Oxalic acid,0.333,0.667,313.15,0.9715,0,0,0,1,C(CCN)CC(C(=O)O)N,C(=O)(C(=O)O)O,-0.47269999999999873,4,0,3,3,5,89.34,146.19,-0.8443999999999998,4,0,2,2,0,74.60000000000001,90.03399999999999
3248,Ⅴ,L-Lysine,Oxalic acid,0.333,0.667,318.15,0.9686,0,0,0,1,C(CCN)CC(C(=O)O)N,C(=O)(C(=O)O)O,-0.47269999999999873,4,0,3,3,5,89.34,146.19,-0.8443999999999998,4,0,2,2,0,74.60000000000001,90.03399999999999
3249,Ⅴ,L-Lysine,Oxalic acid,0.333,0.667,323.15,0.9653,0,0,0,1,C(CCN)CC(C(=O)O)N,C(=O)(C(=O)O)O,-0.47269999999999873,4,0,3,3,5,89.34,146.19,-0.8443999999999998,4,0,2,2,0,74.60000000000001,90.03399999999999
3250,Ⅴ,L-Menthol,Capric acid,0.6,0.4,283.15,0.9075,0,0,0,1,CC1CCC(C(C1)O)C(C)C,CCCCCCCCCC(=O)O,2.4395000000000007,1,0,1,1,1,20.23,156.26899999999998,3.2117000000000013,2,0,1,1,8,37.3,172.268
3251,Ⅴ,L-Menthol,Capric acid,0.6,0.4,288.15,0.9039,0,0,0,1,CC1CCC(C(C1)O)C(C)C,CCCCCCCCCC(=O)O,2.4395000000000007,1,0,1,1,1,20.23,156.26899999999998,3.2117000000000013,2,0,1,1,8,37.3,172.268
3252,Ⅴ,L-Menthol,Capric acid,0.6,0.4,293.15,0.9002,0,0,0,1,CC1CCC(C(C1)O)C(C)C,CCCCCCCCCC(=O)O,2.4395000000000007,1,0,1,1,1,20.23,156.26899999999998,3.2117000000000013,2,0,1,1,8,37.3,172.268
3253,Ⅴ,L-Menthol,Capric acid,0.6,0.4,298.15,0.8965,0,0,0,1,CC1CCC(C(C1)O)C(C)C,CCCCCCCCCC(=O)O,2.4395000000000007,1,0,1,1,1,20.23,156.26899999999998,3.2117000000000013,2,0,1,1,8,37.3,172.268
3254,Ⅴ,L-Menthol,Capric acid,0.6,0.4,303.15,0.8929,0,0,0,1,CC1CCC(C(C1)O)C(C)C,CCCCCCCCCC(=O)O,2.4395000000000007,1,0,1,1,1,20.23,156.26899999999998,3.2117000000000013,2,0,1,1,8,37.3,172.268
3255,Ⅴ,L-Menthol,Capric acid,0.6,0.4,308.15,0.8892,0,0,0,1,CC1CCC(C(C1)O)C(C)C,CCCCCCCCCC(=O)O,2.4395000000000007,1,0,1,1,1,20.23,156.26899999999998,3.2117000000000013,2,0,1,1,8,37.3,172.268
3256,Ⅴ,L-Menthol,Capric acid,0.6,0.4,313.15,0.8855,0,0,0,1,CC1CCC(C(C1)O)C(C)C,CCCCCCCCCC(=O)O,2.4395000000000007,1,0,1,1,1,20.23,156.26899999999998,3.2117000000000013,2,0,1,1,8,37.3,172.268
3257,Ⅴ,L-Menthol,Capric acid,0.6,0.4,318.15,0.8818,0,0,0,1,CC1CCC(C(C1)O)C(C)C,CCCCCCCCCC(=O)O,2.4395000000000007,1,0,1,1,1,20.23,156.26899999999998,3.2117000000000013,2,0,1,1,8,37.3,172.268
3258,Ⅴ,L-Menthol,Capric acid,0.6,0.4,323.15,0.878,0,0,0,1,CC1CCC(C(C1)O)C(C)C,CCCCCCCCCC(=O)O,2.4395000000000007,1,0,1,1,1,20.23,156.26899999999998,3.2117000000000013,2,0,1,1,8,37.3,172.268
3259,Ⅴ,L-Menthol,Capric acid,0.6,0.4,328.15,0.8743,0,0,0,1,CC1CCC(C(C1)O)C(C)C,CCCCCCCCCC(=O)O,2.4395000000000007,1,0,1,1,1,20.23,156.26899999999998,3.2117000000000013,2,0,1,1,8,37.3,172.268
3260,Ⅴ,L-Menthol,Capric acid,0.6,0.4,333.15,0.8705,0,0,0,1,CC1CCC(C(C1)O)C(C)C,CCCCCCCCCC(=O)O,2.4395000000000007,1,0,1,1,1,20.23,156.26899999999998,3.2117000000000013,2,0,1,1,8,37.3,172.268
3261,Ⅴ,L-Menthol,Capric acid,0.6,0.4,338.15,0.8667,0,0,0,1,CC1CCC(C(C1)O)C(C)C,CCCCCCCCCC(=O)O,2.4395000000000007,1,0,1,1,1,20.23,156.26899999999998,3.2117000000000013,2,0,1,1,8,37.3,172.268
3262,Ⅴ,L-Menthol,Capric acid,0.6,0.4,343.15,0.8629,0,0,0,1,CC1CCC(C(C1)O)C(C)C,CCCCCCCCCC(=O)O,2.4395000000000007,1,0,1,1,1,20.23,156.26899999999998,3.2117000000000013,2,0,1,1,8,37.3,172.268
3263,Ⅴ,L-Menthol,Capric acid,0.6,0.4,348.15,0.8591,0,0,0,1,CC1CCC(C(C1)O)C(C)C,CCCCCCCCCC(=O)O,2.4395000000000007,1,0,1,1,1,20.23,156.26899999999998,3.2117000000000013,2,0,1,1,8,37.3,172.268
3264,Ⅴ,L-Menthol,Capric acid,0.6,0.4,353.15,0.8553,0,0,0,1,CC1CCC(C(C1)O)C(C)C,CCCCCCCCCC(=O)O,2.4395000000000007,1,0,1,1,1,20.23,156.26899999999998,3.2117000000000013,2,0,1,1,8,37.3,172.268
3265,Ⅴ,L-Menthol,Capric acid,0.6,0.4,358.15,0.8514,0,0,0,1,CC1CCC(C(C1)O)C(C)C,CCCCCCCCCC(=O)O,2.4395000000000007,1,0,1,1,1,20.23,156.26899999999998,3.2117000000000013,2,0,1,1,8,37.3,172.268
3266,Ⅴ,L-Menthol,Capric acid,0.6,0.4,363.15,0.8476,0,0,0,1,CC1CCC(C(C1)O)C(C)C,CCCCCCCCCC(=O)O,2.4395000000000007,1,0,1,1,1,20.23,156.26899999999998,3.2117000000000013,2,0,1,1,8,37.3,172.268
3267,Ⅴ,L-Menthol,Capric acid,0.6,0.4,368.15,0.8437,0,0,0,1,CC1CCC(C(C1)O)C(C)C,CCCCCCCCCC(=O)O,2.4395000000000007,1,0,1,1,1,20.23,156.26899999999998,3.2117000000000013,2,0,1,1,8,37.3,172.268
3268,Ⅴ,L-Menthol,Capric acid,0.6,0.4,373.15,0.8397,0,0,0,1,CC1CCC(C(C1)O)C(C)C,CCCCCCCCCC(=O)O,2.4395000000000007,1,0,1,1,1,20.23,156.26899999999998,3.2117000000000013,2,0,1,1,8,37.3,172.268
3269,Ⅴ,L-Menthol,Caprylic acid,0.6,0.4,278.15,0.9148,0,0,0,1,CC1CCC(C(C1)O)C(C)C,CCCCCCCC(=O)O,2.4395000000000007,1,0,1,1,1,20.23,156.26899999999998,2.4314999999999998,2,0,1,1,6,37.3,144.214
3270,Ⅴ,L-Menthol,Caprylic acid,0.6,0.4,283.15,0.911,0,0,0,1,CC1CCC(C(C1)O)C(C)C,CCCCCCCC(=O)O,2.4395000000000007,1,0,1,1,1,20.23,156.26899999999998,2.4314999999999998,2,0,1,1,6,37.3,144.214
3271,Ⅴ,L-Menthol,Caprylic acid,0.6,0.4,288.15,0.9073,0,0,0,1,CC1CCC(C(C1)O)C(C)C,CCCCCCCC(=O)O,2.4395000000000007,1,0,1,1,1,20.23,156.26899999999998,2.4314999999999998,2,0,1,1,6,37.3,144.214
3272,Ⅴ,L-Menthol,Caprylic acid,0.6,0.4,293.15,0.9036,0,0,0,1,CC1CCC(C(C1)O)C(C)C,CCCCCCCC(=O)O,2.4395000000000007,1,0,1,1,1,20.23,156.26899999999998,2.4314999999999998,2,0,1,1,6,37.3,144.214
3273,Ⅴ,L-Menthol,Caprylic acid,0.6,0.4,298.15,0.8998,0,0,0,1,CC1CCC(C(C1)O)C(C)C,CCCCCCCC(=O)O,2.4395000000000007,1,0,1,1,1,20.23,156.26899999999998,2.4314999999999998,2,0,1,1,6,37.3,144.214
3274,Ⅴ,L-Menthol,Caprylic acid,0.6,0.4,303.15,0.8961,0,0,0,1,CC1CCC(C(C1)O)C(C)C,CCCCCCCC(=O)O,2.4395000000000007,1,0,1,1,1,20.23,156.26899999999998,2.4314999999999998,2,0,1,1,6,37.3,144.214
3275,Ⅴ,L-Menthol,Caprylic acid,0.6,0.4,308.15,0.8924,0,0,0,1,CC1CCC(C(C1)O)C(C)C,CCCCCCCC(=O)O,2.4395000000000007,1,0,1,1,1,20.23,156.26899999999998,2.4314999999999998,2,0,1,1,6,37.3,144.214
3276,Ⅴ,L-Menthol,Caprylic acid,0.6,0.4,313.15,0.8887,0,0,0,1,CC1CCC(C(C1)O)C(C)C,CCCCCCCC(=O)O,2.4395000000000007,1,0,1,1,1,20.23,156.26899999999998,2.4314999999999998,2,0,1,1,6,37.3,144.214
3277,Ⅴ,L-Menthol,Caprylic acid,0.6,0.4,318.15,0.8849,0,0,0,1,CC1CCC(C(C1)O)C(C)C,CCCCCCCC(=O)O,2.4395000000000007,1,0,1,1,1,20.23,156.26899999999998,2.4314999999999998,2,0,1,1,6,37.3,144.214
3278,Ⅴ,L-Menthol,Caprylic acid,0.6,0.4,323.15,0.8811,0,0,0,1,CC1CCC(C(C1)O)C(C)C,CCCCCCCC(=O)O,2.4395000000000007,1,0,1,1,1,20.23,156.26899999999998,2.4314999999999998,2,0,1,1,6,37.3,144.214
3279,Ⅴ,L-Menthol,Caprylic acid,0.6,0.4,328.15,0.8773,0,0,0,1,CC1CCC(C(C1)O)C(C)C,CCCCCCCC(=O)O,2.4395000000000007,1,0,1,1,1,20.23,156.26899999999998,2.4314999999999998,2,0,1,1,6,37.3,144.214
3280,Ⅴ,L-Menthol,Caprylic acid,0.6,0.4,333.15,0.8735,0,0,0,1,CC1CCC(C(C1)O)C(C)C,CCCCCCCC(=O)O,2.4395000000000007,1,0,1,1,1,20.23,156.26899999999998,2.4314999999999998,2,0,1,1,6,37.3,144.214
3281,Ⅴ,L-Menthol,Caprylic acid,0.6,0.4,338.15,0.8697,0,0,0,1,CC1CCC(C(C1)O)C(C)C,CCCCCCCC(=O)O,2.4395000000000007,1,0,1,1,1,20.23,156.26899999999998,2.4314999999999998,2,0,1,1,6,37.3,144.214
3282,Ⅴ,L-Menthol,Caprylic acid,0.6,0.4,343.15,0.8658,0,0,0,1,CC1CCC(C(C1)O)C(C)C,CCCCCCCC(=O)O,2.4395000000000007,1,0,1,1,1,20.23,156.26899999999998,2.4314999999999998,2,0,1,1,6,37.3,144.214
3283,Ⅴ,L-Menthol,Caprylic acid,0.6,0.4,348.15,0.8619,0,0,0,1,CC1CCC(C(C1)O)C(C)C,CCCCCCCC(=O)O,2.4395000000000007,1,0,1,1,1,20.23,156.26899999999998,2.4314999999999998,2,0,1,1,6,37.3,144.214
3284,Ⅴ,L-Menthol,Caprylic acid,0.6,0.4,353.15,0.858,0,0,0,1,CC1CCC(C(C1)O)C(C)C,CCCCCCCC(=O)O,2.4395000000000007,1,0,1,1,1,20.23,156.26899999999998,2.4314999999999998,2,0,1,1,6,37.3,144.214
3285,Ⅴ,L-Menthol,Caprylic acid,0.6,0.4,358.15,0.8541,0,0,0,1,CC1CCC(C(C1)O)C(C)C,CCCCCCCC(=O)O,2.4395000000000007,1,0,1,1,1,20.23,156.26899999999998,2.4314999999999998,2,0,1,1,6,37.3,144.214
